receive_time_ms,update_id,symbol,bid_price,bid_qty,ask_price,ask_qty
1787749101183,99196433283,BTCUSDT,78375.78000000,0.56694000,78375.79000000,1.75034000
1787749101183,99196433284,BTCUSDT,78375.78000000,0.56694000,78375.79000000,1.75027000
1787749101184,99196433285,BTCUSDT,78375.78000000,0.56694000,78375.79000000,1.75020000
1787749101187,99196433301,BTCUSDT,78375.78000000,0.56685000,78375.79000000,1.75020000
1787749101204,99196433317,BTCUSDT,78375.78000000,0.56678000,78375.79000000,1.75020000
1787749101206,99196433328,BTCUSDT,78375.78000000,0.56678000,78375.79000000,1.75027000
1787749101206,99196433330,BTCUSDT,78375.78000000,0.56678000,78375.79000000,1.75034000
1787749101206,99196433331,BTCUSDT,78375.78000000,0.56678000,78375.79000000,1.75041000
1787749101207,99196433334,BTCUSDT,78375.78000000,0.56608000,78375.79000000,1.75041000
1787749101223,99196433347,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75041000
1787749101224,99196433348,BTCUSDT,78375.78000000,0.56622000,78375.79000000,1.75041000
1787749101234,99196433354,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75041000
1787749101234,99196433355,BTCUSDT,78375.78000000,0.56608000,78375.79000000,1.75041000
1787749101234,99196433356,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75041000
1787749101252,99196433367,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75048000
1787749101252,99196433370,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75055000
1787749101252,99196433372,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75062000
1787749101252,99196433374,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75055000
1787749101254,99196433377,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75048000
1787749101254,99196433380,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75055000
1787749101254,99196433382,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75048000
1787749101254,99196433384,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75041000
1787749101254,99196433386,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75048000
1787749101254,99196433388,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75055000
1787749101254,99196433390,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75062000
1787749101254,99196433393,BTCUSDT,78375.78000000,0.56615000,78375.79000000,1.75069000
1787749101264,99196433404,BTCUSDT,78375.78000000,0.56622000,78375.79000000,1.75069000
1787749101285,99196433412,BTCUSDT,78375.78000000,0.56622000,78375.79000000,1.75062000
1787749101285,99196433413,BTCUSDT,78375.78000000,0.56614000,78375.79000000,1.75062000
1787749101285,99196433415,BTCUSDT,78375.78000000,0.56606000,78375.79000000,1.75062000
1787749101285,99196433416,BTCUSDT,78375.78000000,0.56614000,78375.79000000,1.75062000
1787749101285,99196433417,BTCUSDT,78375.78000000,0.56622000,78375.79000000,1.75062000
1787749101285,99196433418,BTCUSDT,78375.78000000,0.56622000,78375.79000000,1.75069000
1787749101286,99196433426,BTCUSDT,78375.78000000,0.56629000,78375.79000000,1.75069000
1787749101305,99196433432,BTCUSDT,78375.78000000,0.56622000,78375.79000000,1.75069000
1787749101320,99196433436,BTCUSDT,78375.78000000,0.56691000,78375.79000000,1.75069000
1787749101394,99196433438,BTCUSDT,78375.78000000,0.56691000,78375.79000000,1.75076000
1787749101394,99196433439,BTCUSDT,78375.78000000,0.56691000,78375.79000000,1.75083000
1787749101394,99196433441,BTCUSDT,78375.78000000,0.56622000,78375.79000000,1.75083000
1787749101395,99196433443,BTCUSDT,78375.78000000,0.57021000,78375.79000000,1.75083000
1787749101395,99196433446,BTCUSDT,78375.78000000,0.57021000,78375.79000000,1.75090000
1787749101395,99196433447,BTCUSDT,78375.78000000,0.57021000,78375.79000000,1.75097000
1787749101395,99196433448,BTCUSDT,78375.78000000,0.57021000,78375.79000000,1.75104000
1787749101395,99196433449,BTCUSDT,78375.78000000,0.57021000,78375.79000000,1.75111000
1787749101412,99196433456,BTCUSDT,78375.78000000,0.57021000,78375.79000000,1.75104000
1787749101412,99196433457,BTCUSDT,78375.78000000,0.57091000,78375.79000000,1.75104000
1787749101515,99196433484,BTCUSDT,78375.78000000,0.57091000,78375.79000000,1.75111000
1787749101544,99196433493,BTCUSDT,78375.78000000,0.57091000,78375.79000000,1.75118000
1787749101589,99196433498,BTCUSDT,78375.78000000,0.57091000,78375.79000000,1.75111000
1787749101624,99196433505,BTCUSDT,78375.78000000,0.57091000,78375.79000000,1.75118000
1787749101644,99196433509,BTCUSDT,78375.78000000,0.57098000,78375.79000000,1.75118000
1787749101687,99196433521,BTCUSDT,78375.78000000,0.57105000,78375.79000000,1.75118000
1787749101733,99196433536,BTCUSDT,78375.78000000,0.57264000,78375.79000000,1.75118000
1787749101764,99196433542,BTCUSDT,78375.78000000,0.57271000,78375.79000000,1.75118000
1787749101766,99196433545,BTCUSDT,78375.78000000,0.57271000,78375.79000000,1.75111000
1787749101766,99196433546,BTCUSDT,78375.78000000,0.57271000,78375.79000000,1.75104000
1787749101766,99196433549,BTCUSDT,78375.78000000,0.57271000,78375.79000000,1.75097000
1787749101766,99196433552,BTCUSDT,78375.78000000,0.57271000,78375.79000000,1.75090000
1787749101768,99196433554,BTCUSDT,78375.78000000,0.21244000,78375.79000000,1.75090000
1787749101768,99196433555,BTCUSDT,78375.78000000,0.21094000,78375.79000000,1.75090000
1787749101768,99196433556,BTCUSDT,78375.78000000,0.21094000,78375.79000000,1.75083000
1787749101768,99196433557,BTCUSDT,78375.78000000,0.21094000,78375.79000000,1.75076000
1787749101768,99196433558,BTCUSDT,78375.78000000,0.21094000,78375.79000000,1.75069000
1787749101768,99196433559,BTCUSDT,78375.78000000,0.20844000,78375.79000000,1.75069000
1787749101768,99196433561,BTCUSDT,78375.78000000,0.04514000,78375.79000000,1.75069000
1787749101768,99196433563,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75069000
1787749101769,99196433577,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75062000
1787749101770,99196433578,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75055000
1787749101770,99196433579,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75048000
1787749101770,99196433580,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75041000
1787749101770,99196433582,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75034000
1787749101770,99196433583,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75027000
1787749101770,99196433592,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75020000
1787749101770,99196433606,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75013000
1787749101773,99196433639,BTCUSDT,78375.78000000,0.04164000,78375.79000000,1.75005000
