event_time_ms,receive_time_ms,latency_ms,transaction_time_ms,update_id,symbol,bid_price,bid_qty,ask_price,ask_qty
1787582711038,1787582711094,56,1787582711037,11375443388068,BTCUSDT,79687.00,2.769,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388107,BTCUSDT,79687.00,2.869,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388115,BTCUSDT,79687.00,3.115,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388165,BTCUSDT,79687.00,3.229,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388167,BTCUSDT,79687.00,3.343,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388180,BTCUSDT,79687.00,3.457,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388182,BTCUSDT,79687.00,3.481,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388184,BTCUSDT,79687.00,3.727,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388190,BTCUSDT,79687.00,3.841,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388192,BTCUSDT,79687.00,3.865,79687.20,0.002
1787582711038,1787582711095,57,1787582711037,11375443388204,BTCUSDT,79687.00,4.111,79687.20,0.002
1787582711038,1787582711095,57,1787582711038,11375443388213,BTCUSDT,79687.00,4.225,79687.20,0.002
1787582711038,1787582711095,57,1787582711038,11375443388223,BTCUSDT,79687.00,4.249,79687.20,0.002
1787582711038,1787582711096,58,1787582711038,11375443388228,BTCUSDT,79687.00,4.273,79687.20,0.002
1787582711038,1787582711096,58,1787582711038,11375443388233,BTCUSDT,79687.00,4.387,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388241,BTCUSDT,79687.00,4.411,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388243,BTCUSDT,79687.00,4.451,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388295,BTCUSDT,79687.00,4.664,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388319,BTCUSDT,79687.00,4.665,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388381,BTCUSDT,79687.00,4.902,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388424,BTCUSDT,79687.00,5.004,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388426,BTCUSDT,79687.00,5.242,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388463,BTCUSDT,79687.00,5.292,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388471,BTCUSDT,79687.00,5.394,79687.20,0.002
1787582711038,1787582711099,61,1787582711038,11375443388492,BTCUSDT,79687.00,5.640,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388519,BTCUSDT,79687.00,5.852,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388520,BTCUSDT,79687.00,6.032,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388529,BTCUSDT,79687.00,6.146,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388534,BTCUSDT,79687.00,6.358,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388558,BTCUSDT,79687.00,6.367,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388560,BTCUSDT,79687.00,6.579,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388599,BTCUSDT,79687.00,6.629,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388623,BTCUSDT,79687.00,6.653,79687.20,0.002
1787582711038,1787582711100,62,1787582711038,11375443388636,BTCUSDT,79687.00,6.703,79687.20,0.002
1787582711039,1787582711100,61,1787582711038,11375443388680,BTCUSDT,79687.00,6.703,79687.10,0.020
1787582711039,1787582711100,61,1787582711038,11375443388696,BTCUSDT,79687.00,6.805,79687.10,0.020
1787582711039,1787582711107,68,1787582711038,11375443388721,BTCUSDT,79687.00,7.051,79687.10,0.020
1787582711039,1787582711107,68,1787582711038,11375443388725,BTCUSDT,79687.00,7.165,79687.10,0.020
1787582711039,1787582711107,68,1787582711038,11375443388727,BTCUSDT,79687.00,7.189,79687.10,0.020
1787582711039,1787582711108,69,1787582711038,11375443388728,BTCUSDT,79687.00,7.213,79687.10,0.020
1787582711039,1787582711108,69,1787582711038,11375443388735,BTCUSDT,79687.00,7.315,79687.10,0.020
1787582711039,1787582711108,69,1787582711038,11375443388750,BTCUSDT,79687.00,7.339,79687.10,0.020
1787582711039,1787582711108,69,1787582711038,11375443388777,BTCUSDT,79687.00,7.585,79687.10,0.020
1787582711039,1787582711108,69,1787582711038,11375443388779,BTCUSDT,79687.00,7.831,79687.10,0.020
1787582711039,1787582711108,69,1787582711038,11375443388792,BTCUSDT,79687.00,7.945,79687.10,0.020
1787582711039,1787582711108,69,1787582711038,11375443388799,BTCUSDT,79687.00,7.985,79687.10,0.020
1787582711039,1787582711108,69,1787582711039,11375443388810,BTCUSDT,79687.00,8.035,79687.10,0.020
1787582711039,1787582711108,69,1787582711039,11375443388821,BTCUSDT,79687.00,8.052,79687.10,0.020
1787582711039,1787582711108,69,1787582711039,11375443388827,BTCUSDT,79687.00,8.102,79687.10,0.020
1787582711039,1787582711108,69,1787582711039,11375443388885,BTCUSDT,79687.00,8.182,79687.10,0.020
1787582711039,1787582711108,69,1787582711039,11375443389055,BTCUSDT,79687.00,8.226,79687.10,0.020
1787582711039,1787582711108,69,1787582711039,11375443389079,BTCUSDT,79687.00,8.406,79687.10,0.020
1787582711040,1787582711109,69,1787582711039,11375443389134,BTCUSDT,79687.00,8.459,79687.10,0.020
1787582711040,1787582711109,69,1787582711039,11375443389313,BTCUSDT,79687.00,8.515,79687.10,0.020
1787582711040,1787582711109,69,1787582711040,11375443389383,BTCUSDT,79687.00,8.462,79687.10,0.020
1787582711040,1787582711109,69,1787582711040,11375443389481,BTCUSDT,79687.00,8.470,79687.10,0.020
1787582711040,1787582711109,69,1787582711040,11375443389524,BTCUSDT,79687.00,8.518,79687.10,0.020
1787582711040,1787582711109,69,1787582711040,11375443389574,BTCUSDT,79687.00,8.632,79687.10,0.020
1787582711040,1787582711109,69,1787582711040,11375443389751,BTCUSDT,79687.00,8.680,79687.10,0.020
1787582711041,1787582711140,99,1787582711040,11375443389948,BTCUSDT,79687.00,8.782,79687.10,0.020
1787582711041,1787582711140,99,1787582711040,11375443389995,BTCUSDT,79687.00,8.862,79687.10,0.020
1787582711041,1787582711140,99,1787582711041,11375443390098,BTCUSDT,79687.00,8.782,79687.10,0.020
1787582711041,1787582711140,99,1787582711041,11375443390105,BTCUSDT,79687.00,9.028,79687.10,0.020
1787582711041,1787582711140,99,1787582711041,11375443390123,BTCUSDT,79687.00,9.130,79687.10,0.020
1787582711041,1787582711140,99,1787582711041,11375443390172,BTCUSDT,79687.00,9.154,79687.10,0.020
1787582711041,1787582711140,99,1787582711041,11375443390181,BTCUSDT,79687.00,9.256,79687.10,0.020
1787582711041,1787582711140,99,1787582711041,11375443390201,BTCUSDT,79687.00,9.358,79687.10,0.020
1787582711041,1787582711141,100,1787582711041,11375443390235,BTCUSDT,79687.00,9.358,79687.10,0.016
1787582711041,1787582711147,106,1787582711041,11375443390236,BTCUSDT,79687.00,9.604,79687.10,0.016
1787582711041,1787582711147,106,1787582711041,11375443390382,BTCUSDT,79687.00,9.632,79687.10,0.016
1787582711041,1787582711148,107,1787582711041,11375443390439,BTCUSDT,79687.00,9.632,79687.50,0.001
1787582711041,1787582711148,107,1787582711041,11375443390463,BTCUSDT,79687.00,10.113,79687.50,0.001
1787582711041,1787582711148,107,1787582711041,11375443390465,BTCUSDT,79687.10,0.248,79687.50,0.001
1787582711042,1787582711148,106,1787582711042,11375443390575,BTCUSDT,79687.10,0.945,79687.50,0.001
1787582711042,1787582711148,106,1787582711042,11375443390599,BTCUSDT,79687.10,1.047,79687.50,0.001
1787582711042,1787582711148,106,1787582711042,11375443390613,BTCUSDT,79687.10,1.149,79687.50,0.001
1787582711042,1787582711148,106,1787582711042,11375443390692,BTCUSDT,79687.10,1.177,79687.50,0.001
1787582711042,1787582711148,106,1787582711042,11375443390810,BTCUSDT,79687.10,1.186,79687.50,0.001
1787582711042,1787582711148,106,1787582711042,11375443390859,BTCUSDT,79687.10,1.399,79687.50,0.001
1787582711042,1787582711148,106,1787582711042,11375443390943,BTCUSDT,79687.20,0.448,79687.50,0.001
1787582711043,1787582711148,105,1787582711042,11375443391007,BTCUSDT,79687.20,0.676,79687.50,0.001
1787582711043,1787582711148,105,1787582711042,11375443391012,BTCUSDT,79687.20,0.889,79687.50,0.001
1787582711043,1787582711149,106,1787582711043,11375443391249,BTCUSDT,79687.40,0.448,79687.50,0.001
1787582711043,1787582711149,106,1787582711043,11375443391321,BTCUSDT,79687.40,0.683,79687.50,0.001
1787582711043,1787582711149,106,1787582711043,11375443391394,BTCUSDT,79687.40,0.916,79687.50,0.001
1787582711043,1787582711149,106,1787582711043,11375443391397,BTCUSDT,79687.40,0.967,79687.50,0.001
1787582711044,1787582711149,105,1787582711043,11375443391857,BTCUSDT,79687.40,1.059,79687.50,0.001
1787582711044,1787582711170,126,1787582711044,11375443391986,BTCUSDT,79687.40,1.272,79687.50,0.001
1787582711044,1787582711170,126,1787582711044,11375443392158,BTCUSDT,79687.40,1.300,79687.50,0.001
1787582711044,1787582711171,127,1787582711044,11375443392160,BTCUSDT,79687.40,1.340,79687.50,0.001
1787582711045,1787582711239,194,1787582711044,11375443392345,BTCUSDT,79687.40,1.470,79687.50,0.001
1787582711045,1787582711239,194,1787582711045,11375443392540,BTCUSDT,79687.40,1.498,79687.50,0.001
1787582711045,1787582711239,194,1787582711045,11375443392692,BTCUSDT,79687.40,1.549,79687.50,0.001
1787582711046,1787582711239,193,1787582711045,11375443392908,BTCUSDT,79687.40,1.681,79687.50,0.001
1787582711046,1787582711239,193,1787582711045,11375443393009,BTCUSDT,79687.40,1.697,79687.50,0.001
1787582711046,1787582711239,193,1787582711046,11375443393300,BTCUSDT,79687.40,1.706,79687.50,0.001
1787582711046,1787582711239,193,1787582711046,11375443393399,BTCUSDT,79687.40,1.715,79687.50,0.001
1787582711046,1787582711239,193,1787582711046,11375443393512,BTCUSDT,79687.40,1.664,79687.50,0.001
1787582711047,1787582711239,192,1787582711046,11375443393666,BTCUSDT,79687.40,1.760,79687.50,0.001
1787582711047,1787582711240,193,1787582711047,11375443393739,BTCUSDT,79687.40,1.769,79687.50,0.001
1787582711048,1787582711240,192,1787582711047,11375443394136,BTCUSDT,79687.40,1.903,79687.50,0.001
1787582711048,1787582711240,192,1787582711048,11375443394247,BTCUSDT,79687.40,1.903,79687.50,0.103
1787582711048,1787582711240,192,1787582711048,11375443394634,BTCUSDT,79687.40,1.903,79687.50,0.235
1787582711049,1787582711240,191,1787582711049,11375443394821,BTCUSDT,79687.40,2.039,79687.50,0.235
1787582711049,1787582711240,191,1787582711049,11375443394863,BTCUSDT,79687.40,2.142,79687.50,0.235
1787582711049,1787582711241,192,1787582711049,11375443394902,BTCUSDT,79687.40,2.302,79687.50,0.235
1787582711049,1787582711241,192,1787582711049,11375443394953,BTCUSDT,79687.40,2.939,79687.50,0.235
1787582711049,1787582711241,192,1787582711049,11375443395148,BTCUSDT,79687.40,2.939,79687.50,0.325
1787582711049,1787582711241,192,1787582711049,11375443395157,BTCUSDT,79687.40,2.964,79687.50,0.325
1787582711050,1787582711241,191,1787582711049,11375443395286,BTCUSDT,79687.40,3.056,79687.50,0.325
1787582711050,1787582711241,191,1787582711049,11375443395303,BTCUSDT,79687.40,3.056,79687.50,0.424
1787582711050,1787582711241,191,1787582711049,11375443395409,BTCUSDT,79687.40,3.065,79687.50,0.424
1787582711050,1787582711241,191,1787582711050,11375443395560,BTCUSDT,79687.40,3.558,79687.50,0.424
1787582711051,1787582711241,190,1787582711050,11375443395880,BTCUSDT,79687.40,3.567,79687.50,0.424
1787582711051,1787582711242,191,1787582711050,11375443395884,BTCUSDT,79687.40,3.576,79687.50,0.424
1787582711051,1787582711242,191,1787582711050,11375443395899,BTCUSDT,79687.40,4.224,79687.50,0.424
1787582711051,1787582711242,191,1787582711051,11375443395949,BTCUSDT,79687.40,4.224,79687.50,0.514
1787582711051,1787582711242,191,1787582711051,11375443396072,BTCUSDT,79687.40,4.278,79687.50,0.514
1787582711052,1787582711242,190,1787582711051,11375443396345,BTCUSDT,79687.40,4.856,79687.50,0.514
1787582711052,1787582711242,190,1787582711051,11375443396411,BTCUSDT,79687.40,4.905,79687.50,0.514
1787582711052,1787582711242,190,1787582711052,11375443396466,BTCUSDT,79687.40,4.958,79687.50,0.514
1787582711052,1787582711242,190,1787582711052,11375443396489,BTCUSDT,79687.40,4.958,79687.50,0.620
1787582711052,1787582711242,190,1787582711052,11375443396505,BTCUSDT,79687.40,4.958,79687.50,0.730
1787582711052,1787582711242,190,1787582711052,11375443396799,BTCUSDT,79687.40,4.958,79687.50,0.724
1787582711053,1787582711242,189,1787582711052,11375443397100,BTCUSDT,79687.40,5.529,79687.50,0.724
1787582711053,1787582711242,189,1787582711053,11375443397164,BTCUSDT,79687.40,5.648,79687.50,0.724
1787582711053,1787582711242,189,1787582711053,11375443397223,BTCUSDT,79687.40,5.853,79687.50,0.724
1787582711053,1787582711242,189,1787582711053,11375443397367,BTCUSDT,79687.40,5.799,79687.50,0.724
1787582711053,1787582711243,190,1787582711053,11375443397592,BTCUSDT,79687.40,5.799,79687.50,0.841
1787582711054,1787582711243,189,1787582711053,11375443397651,BTCUSDT,79687.40,5.800,79687.50,0.841
1787582711054,1787582711243,189,1787582711053,11375443397673,BTCUSDT,79687.40,5.801,79687.50,0.841
1787582711054,1787582711243,189,1787582711054,11375443397718,BTCUSDT,79687.40,5.802,79687.50,0.841
1787582711054,1787582711243,189,1787582711054,11375443397733,BTCUSDT,79687.40,5.994,79687.50,0.841
1787582711054,1787582711243,189,1787582711054,11375443397898,BTCUSDT,79687.40,6.132,79687.50,0.841
1787582711054,1787582711243,189,1787582711054,11375443398016,BTCUSDT,79687.40,6.263,79687.50,0.841
1787582711054,1787582711243,189,1787582711054,11375443398037,BTCUSDT,79687.40,6.271,79687.50,0.841
1787582711055,1787582711243,188,1787582711054,11375443398155,BTCUSDT,79687.40,6.288,79687.50,0.841
1787582711055,1787582711243,188,1787582711054,11375443398226,BTCUSDT,79687.40,6.792,79687.50,0.841
1787582711055,1787582711243,188,1787582711054,11375443398235,BTCUSDT,79687.40,6.883,79687.50,0.841
1787582711055,1787582711243,188,1787582711055,11375443398471,BTCUSDT,79687.40,6.650,79687.50,0.841
1787582711055,1787582711244,189,1787582711055,11375443398576,BTCUSDT,79687.40,6.898,79687.50,0.841
1787582711056,1787582711244,188,1787582711055,11375443398810,BTCUSDT,79687.40,6.957,79687.50,0.841
1787582711056,1787582711244,188,1787582711055,11375443398838,BTCUSDT,79687.40,6.957,79687.50,0.861
1787582711056,1787582711244,188,1787582711055,11375443398882,BTCUSDT,79687.40,6.957,79687.50,0.891
1787582711056,1787582711244,188,1787582711056,11375443399004,BTCUSDT,79687.40,6.948,79687.50,0.891
1787582711056,1787582711244,188,1787582711056,11375443399024,BTCUSDT,79687.40,7.177,79687.50,0.891
1787582711056,1787582711244,188,1787582711056,11375443399059,BTCUSDT,79687.40,7.181,79687.50,0.891
1787582711056,1787582711244,188,1787582711056,11375443399358,BTCUSDT,79687.40,7.181,79687.50,0.892
1787582711057,1787582711244,187,1787582711056,11375443399425,BTCUSDT,79687.40,7.181,79687.50,0.902
1787582711057,1787582711244,187,1787582711056,11375443399429,BTCUSDT,79687.40,7.181,79687.50,0.903
1787582711057,1787582711244,187,1787582711057,11375443399636,BTCUSDT,79687.40,7.181,79687.50,1.037
1787582711057,1787582711244,187,1787582711057,11375443399663,BTCUSDT,79687.40,7.181,79687.50,1.127
1787582711057,1787582711244,187,1787582711057,11375443399667,BTCUSDT,79687.40,7.181,79687.50,1.097
1787582711057,1787582711244,187,1787582711057,11375443399724,BTCUSDT,79687.40,7.182,79687.50,1.097
1787582711057,1787582711245,188,1787582711057,11375443399736,BTCUSDT,79687.40,7.173,79687.50,1.097
